severity,anomaly_type,suggested_action,panel_id,parent_drawing_key,split,phase,status,error,quality_flags,panel_entity_count,base_segment_count,split_segment_count,intersection_count,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,panel_png_path,topology_v1_panel_json_path
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-22单独供电仪表铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-22单独供电仪表铠装电缆保护及连接图(汇线槽),train,P3,ok,,high_isolated_ratio,180,77,89,7,109,84,29,0.2381,0.1786,datas/qa_and_png/P3_oda_output/HK12-22单独供电仪表铠装电缆保护及连接图(汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-22单独供电仪表铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-24调节阀铠装电缆保护及连接图(汇线槽) (二)#panel_000,_P3_staging_batch2/HK12-24调节阀铠装电缆保护及连接图(汇线槽) (二),train,P3,ok,,high_isolated_ratio,184,63,75,12,90,75,27,0.28,0.2667,datas/qa_and_png/P3_oda_output/HK12-24调节阀铠装电缆保护及连接图(汇线槽) (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-24调节阀铠装电缆保护及连接图(汇线槽) (二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-15调节阀电缆保护及连接图(断开式、汇线槽)(二)#panel_000,_P3_staging_batch2/HK12-15调节阀电缆保护及连接图(断开式、汇线槽)(二),test,P3,ok,,high_isolated_ratio,174,61,73,12,86,73,25,0.2603,0.274,datas/qa_and_png/P3_oda_output/HK12-15调节阀电缆保护及连接图(断开式、汇线槽)(二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-15调节阀电缆保护及连接图(断开式、汇线槽)(二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-28温度元件电缆保护及连接图(防爆密封接头、挠性管)#panel_000,_P3_staging_batch2/HK12-28温度元件电缆保护及连接图(防爆密封接头、挠性管),train,P3,ok,,high_isolated_ratio,156,45,71,22,79,71,25,0.2958,0.507,datas/qa_and_png/P3_oda_output/HK12-28温度元件电缆保护及连接图(防爆密封接头、挠性管).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-28温度元件电缆保护及连接图(防爆密封接头、挠性管)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-66保温(护)箱内变送器电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-66保温(护)箱内变送器电缆保护及连接图(断开式、汇线槽),train,P3,ok,,high_isolated_ratio,162,56,70,12,83,68,21,0.2059,0.3971,datas/qa_and_png/P3_oda_output/HK12-66保温(护)箱内变送器电缆保护及连接图(断开式、汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-66保温(护)箱内变送器电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管),train,P3,ok,,high_isolated_ratio,154,53,60,5,70,56,24,0.3214,0.1786,datas/qa_and_png/P3_oda_output/HK12-1温度元件电缆保护及连接图(断开式、钢管).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/高压异步电机保护二次原理图#panel_000,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,ok,,high_isolated_ratio,81,37,54,17,70,54,24,0.3889,0.537,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_000.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽),train,P3,ok,,high_isolated_ratio,146,51,55,2,74,53,25,0.3962,0.2075,datas/qa_and_png/P3_oda_output/HK12-19温度元件铠装电缆保护及连接图(汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管),train,P3,ok,,high_isolated_ratio,179,47,55,5,76,53,29,0.434,0.1509,datas/qa_and_png/P3_oda_output/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000,_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).,train,P3,ok,,high_isolated_ratio,134,46,50,2,64,48,20,0.3333,0.2292,datas/qa_and_png/P3_oda_output/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽),train,P3,ok,,high_isolated_ratio,137,43,47,2,64,45,23,0.4,0.2,datas/qa_and_png/P3_oda_output/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽),train,P3,ok,,high_isolated_ratio,134,40,44,2,62,44,22,0.4091,0.25,datas/qa_and_png/P3_oda_output/HK12-11变送器电缆保护及连接图(断开式、汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽),test,P3,ok,,high_isolated_ratio,142,40,44,2,62,44,22,0.4091,0.25,datas/qa_and_png/P3_oda_output/HK12-20变送器铠装电缆保护及连接图(汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).,train,P3,ok,,high_isolated_ratio,146,39,45,5,60,43,24,0.4651,0.2326,datas/qa_and_png/P3_oda_output/HK12-2变送器电缆保护及连接图(断开式、钢管)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).,test,P3,ok,,high_isolated_ratio,145,39,45,5,60,43,24,0.4651,0.2326,datas/qa_and_png/P3_oda_output/HK12-3其它类仪表电缆保护及连接图(断开式、钢管)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000,_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一),val,P3,ok,,high_isolated_ratio,148,39,45,5,60,43,24,0.4651,0.2326,datas/qa_and_png/P3_oda_output/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000,_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一),train,P3,ok,,high_isolated_ratio,134,36,40,2,55,40,19,0.4,0.275,datas/qa_and_png/P3_oda_output/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000,_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一),val,P3,ok,,high_isolated_ratio,142,36,40,2,55,40,19,0.4,0.275,datas/qa_and_png/P3_oda_output/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二),test,P3,ok,,high_isolated_ratio,162,32,32,0,49,32,23,0.625,0.25,datas/qa_and_png/P3_oda_output/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二),val,P3,ok,,high_isolated_ratio,161,31,31,0,49,31,23,0.6774,0.2581,datas/qa_and_png/P3_oda_output/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/高压异步电机保护二次原理图#panel_002,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,ok,,high_isolated_ratio;high_fragmentation,67,30,30,0,60,30,30,1.0,0.0333,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_002.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_002.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000,_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二),train,P3,ok,,high_isolated_ratio,145,28,28,0,44,28,21,0.7143,0.2857,datas/qa_and_png/P3_oda_output/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二)#panel_000,_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二),train,P3,ok,,high_isolated_ratio,145,28,28,0,44,28,21,0.7143,0.2857,datas/qa_and_png/P3_oda_output/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二)#panel_000,_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二),train,P3,ok,,high_isolated_ratio,150,27,27,0,44,27,21,0.7037,0.2222,datas/qa_and_png/P3_oda_output/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000,_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式),train,P3,ok,,high_isolated_ratio,141,26,26,0,42,26,20,0.6923,0.2308,datas/qa_and_png/P3_oda_output/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000,_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一),train,P3,ok,,high_isolated_ratio,88,20,20,0,28,20,13,0.6,0.4,datas/qa_and_png/P3_oda_output/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000,_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一),train,P3,ok,,high_isolated_ratio,88,20,20,0,28,20,13,0.6,0.4,datas/qa_and_png/P3_oda_output/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P2_staging/35KV变电所设计(3)#panel_001,_P2_staging/35KV变电所设计(3),train,P2,ok,,high_isolated_ratio;high_fragmentation,34,14,14,0,28,14,14,1.0,0.0714,outputs/panels/P2/P2_staging__35KV变电所设计(3)__panel_001.png,outputs/topology_panel_v1/_P2_staging/35KV变电所设计(3)#panel_001.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com,train,P3,ok,,high_isolated_ratio,75,10,11,1,18,11,7,0.3636,0.2727,outputs/panels/P3/P3_staging_batch3__500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com__panel_001.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch4/某学校系统图及接线图#panel_001,_P3_staging_batch4/某学校系统图及接线图,train,P3,ok,,high_isolated_ratio,12,8,8,0,13,8,6,0.625,0.375,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_001.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_001.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/保护接地#panel_000,_P3_staging_batch1/保护接地,train,P3,ok,,high_isolated_ratio,6,5,6,1,10,6,4,0.5,0.5,datas/qa_and_png/P3_oda_output/保护接地.png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000,_P3_staging_batch1/保护接地 (gb4728_3_4-3),train,P3,ok,,high_isolated_ratio,5,4,5,1,8,5,3,0.4,0.6,datas/qa_and_png/P3_oda_output/保护接地 (gb4728_3_4-3).png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/高压异步电机保护二次原理图#panel_007,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,ok,,high_isolated_ratio,23,5,5,0,9,5,4,0.6,0.4,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_007.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_007.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch4/某学校系统图及接线图#panel_004,_P3_staging_batch4/某学校系统图及接线图,train,P3,ok,,high_isolated_ratio,8,5,5,0,9,5,4,0.6,0.4,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_004.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_004.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000,_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com,train,P1,ok,,high_isolated_ratio,14,4,4,0,8,4,4,1.0,0.25,datas/qa_and_png/P1_oda_output/某铁路牵引变电所主接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/高压异步电机保护二次原理图#panel_005,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,ok,,high_isolated_ratio,7,4,4,0,8,4,4,1.0,0.25,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_005.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_005.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000,_P2_staging/地下变电所 (gb4728_11_2.14-1),train,P2,ok,,high_isolated_ratio,4,3,3,0,6,3,3,1.0,0.3333,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-1).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000,_P2_staging/地下变电所 (gb4728_11_2.14-2),test,P2,ok,,high_isolated_ratio,5,3,3,0,6,3,3,1.0,0.3333,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-2).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000,_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20),val,P3,ok,,high_isolated_ratio,4,3,3,0,6,3,3,1.0,0.3333,datas/qa_and_png/P3_oda_output/过电流保护的电磁操作 (gb4728_3_2-20).png,outputs/topology_panel_v1/_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch4/某学校系统图及接线图#panel_002,_P3_staging_batch4/某学校系统图及接线图,train,P3,ok,,high_isolated_ratio,3,3,3,0,6,3,3,1.0,0.3333,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_002.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_002.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P3_staging_batch4/某学校系统图及接线图#panel_003,_P3_staging_batch4/某学校系统图及接线图,train,P3,ok,,high_isolated_ratio,2,2,2,0,4,2,2,1.0,0.5,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_003.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1),train,P2,ok,,high_isolated_ratio;dominant_component,4,1,1,0,2,1,1,1.0,1.0,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-1).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2),train,P2,ok,,high_isolated_ratio;dominant_component,5,1,1,0,2,1,1,1.0,1.0,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-2).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000,_P3_staging_batch1/500KVA有载调压箱变系统图,test,P3,ok,,dominant_component,794,530,42955,21811,21097,42471,14,0.0002,0.996,datas/qa_and_png/P3_oda_output/500KVA有载调压箱变系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch2/开关柜图纸(2)#panel_000,_P3_staging_batch2/开关柜图纸(2),train,P3,ok,,dominant_component,668,514,18416,9299,9417,18330,42,0.0013,0.9709,datas/qa_and_png/P3_oda_output/开关柜图纸(2).png,outputs/topology_panel_v1/_P3_staging_batch2/开关柜图纸(2)#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch2/高压开关柜图纸#panel_000,_P3_staging_batch2/高压开关柜图纸,test,P3,ok,,dominant_component,462,370,18138,9166,9228,18091,17,0.0004,0.9837,datas/qa_and_png/P3_oda_output/高压开关柜图纸.png,outputs/topology_panel_v1/_P3_staging_batch2/高压开关柜图纸#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P2_staging/35KV变电站总平面图#panel_000,_P2_staging/35KV变电站总平面图,test,P2,ok,,dominant_component,1786,1686,10910,6538,4673,10170,19,0.0013,0.9958,datas/qa_and_png/P2_oda_output/35KV变电站总平面图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站总平面图#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000,_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com,train,P2,ok,,dominant_component,2403,1781,3238,1460,2095,3237,2,0.0,0.9978,datas/qa_and_png/P2_oda_output/直流系统级差3(220kV保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000,_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com,train,P1,ok,,dominant_component,2168,1592,2915,1324,1882,2915,2,0.0,0.9976,datas/qa_and_png/P1_oda_output/直流系统级差1（主变保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000,_P3_staging_batch1/装在发电机保护屏上的端子图29,train,P3,ok,,dominant_component,613,347,2836,1414,1554,2702,5,0.0007,0.9963,datas/qa_and_png/P3_oda_output/装在发电机保护屏上的端子图29.png,outputs/topology_panel_v1/_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch3/直流系统级差2（500kV保护室）wm666.taobao.com#panel_000,_P3_staging_batch3/直流系统级差2（500kV保护室）wm666.taobao.com,val,P3,ok,,dominant_component,1875,1377,2554,1180,1626,2554,6,0.0,0.9691,datas/qa_and_png/P3_oda_output/直流系统级差2（500kV保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/直流系统级差2（500kV保护室）wm666.taobao.com#panel_000.topology.v1.json
low,dominant_component,Spot-check whether the graph is over-connected.,_P3_staging_batch1/QA-D101-22(10kV分段断路器柜端子排图)#panel_000,_P3_staging_batch1/QA-D101-22(10kV分段断路器柜端子排图),train,P3,ok,,dominant_component,861,415,2202,1211,1289,2159,6,0.0,0.9907,datas/qa_and_png/P3_oda_output/QA-D101-22(10kV分段断路器柜端子排图).png,outputs/topology_panel_v1/_P3_staging_batch1/QA-D101-22(10kV分段断路器柜端子排图)#panel_000.topology.v1.json
